Fence;height;DOUBLE;;Height;NULLABLE;NON_REQUIRED;NO_DOMAIN
Fence;material;TEXT;50;Material;NULLABLE;NON_REQUIRED;NO_DOMAIN
Fence;beginLifespan;DATE;;Begin of lifespan;NULLABLE;NON_REQUIRED;NO_DOMAIN
Fence;endLifespan;DATE;;End of lifespan;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;type;TEXT;50;Type;NON_NULLABLE;NON_REQUIRED;TransportSegmentType
TransportNetworkSegment;subtype;TEXT;50;Segment Subtype;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;length;DOUBLE;;Segment length;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;width;DOUBLE;;Segment width;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;lanesLeft;SHORT;;No. of Lanes on left side;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;lanesRight;SHORT;;No. of Lanes on right side;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;fullName;TEXT;100;Full segment name;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;nameDirection;TEXT;20;Segment name direction;NULLABLE;NON_REQUIRED;SegmentNameDirection
TransportNetworkSegment;nameGeneric;TEXT;20;Segment name generic;NULLABLE;NON_REQUIRED;SegmentNameGeneric
TransportNetworkSegment;nameSpecific;TEXT;50;Segment specific name;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;addressLeftStart;LONG;;Address left-hand side start;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;addressLeftEnd;LONG;;Address left-hand side end;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;addressRightStart;LONG;;Address right-hand side start;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;addressRightEnd;LONG;;Address right-hand side end;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;direction;SHORT;;Traffic direction;NULLABLE;NON_REQUIRED;DirectionType
TransportNetworkSegment;accessType;TEXT;30;Access type;NULLABLE;NON_REQUIRED;AccessType
TransportNetworkSegment;pavementType;TEXT;30;Pavement type;NULLABLE;NON_REQUIRED;PavementType
TransportNetworkSegment;beginLifespan;DATE;;Begin of lifespan;NULLABLE;NON_REQUIRED;NO_DOMAIN
TransportNetworkSegment;endLifespan;DATE;;End of lifespan;NULLABLE;NON_REQUIRED;NO_DOMAIN
EngineeringStructure;type;TEXT;50;Engineering Structure Type;NON_NULLABLE;NON_REQUIRED;EngineeringStructureType
EngineeringStructure;subtype;TEXT;50;Engineering Structure Subtype;NULLABLE;NON_REQUIRED;NO_DOMAIN
EngineeringStructure;height;DOUBLE;;Height;NULLABLE;NON_REQUIRED;NO_DOMAIN
EngineeringStructure;length;DOUBLE;;Length;NULLABLE;NON_REQUIRED;NO_DOMAIN
EngineeringStructure;beginLifespan;DATE;;Begin of lifespan;NULLABLE;NON_REQUIRED;NO_DOMAIN
EngineeringStructure;endLifespan;DATE;;End of lifespan;NULLABLE;NON_REQUIRED;NO_DOMAIN
Development;type;TEXT;50;Development Type;NON_NULLABLE;NON_REQUIRED;DevelopmentType
Development;subtype;TEXT;50;Development Subtype;NULLABLE;NON_REQUIRED;NO_DOMAIN
Development;developer;TEXT;255;Responsible Developer;NULLABLE;NON_REQUIRED;NO_DOMAIN
Development;requirements;TEXT;255;Requirements;NULLABLE;NON_REQUIRED;NO_DOMAIN
Development;beginLifespan;DATE;;Begin of lifespan;NULLABLE;NON_REQUIRED;NO_DOMAIN
Development;endLifespan;DATE;;End of lifespan;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;developmentFID;TEXT;50;Development FID;NON_NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;architect;TEXT;255;Architect;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;cost;DOUBLE;;Cost;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;energyStandard;TEXT;255;Energy Standard;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;residentialArea;DOUBLE;;Residential Area;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;retailArea;DOUBLE;;Retail Area;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;officeArea;DOUBLE;;Office Area;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;industrialArea;DOUBLE;;Industrial Area;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;transportArea;DOUBLE;;Transport Area;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;publicArea;DOUBLE;;Public and Educational Area;NULLABLE;NON_REQUIRED;NO_DOMAIN
Proposal;openSpaceArea;DOUBLE;;Open Space Area;NULLABLE;NON_REQUIRED;NO_DOMAIN
Envelope;parcelFID;TEXT;50;Parcel;NON_NULLABLE;NON_REQUIRED;NO_DOMAIN
Envelope;type;TEXT;50;Development Type;NON_NULLABLE;NON_REQUIRED;EnvelopeType
